Date,G0M910,A0M001,A0M005,A0M008,A0M033,A0M029,U0M019,A0M106,U0M107,U0M129,U0M083,A0M125,G0M920,G0M930,A0M041,A0M051,A0M047,A0M057,G0M930,A0M043,A0M044,A0M052,A0M051
Feb-98,89.3,41.7,319.1,150047,43110,1647,,5467.4,-1.2,0.1,104.2,1.7,80.2,69.5,125016,8638.3,84.6,1021587,69.5,4.6,1.3,9940.9,8638.3
Mar-98,89.4,41.6,314.9,148823,41852,1605,,5500.5,-0.8,0.2,101.9,1.6,80.4,70,125164,8693.4,84.7,1026646,70,4.7,1.3,10002,8693.4
Apr-98,89.3,41.2,309.1,147158,40632,1547,,5528.3,0,0.2,104.3,1.9,80.6,70.1,125442,8731.2,85,1028038,70.1,4.3,1.1,10039.4,8731.2
May-98,89.8,41.5,313,149379,42631,1554,,5553,0,0.2,101.7,1.6,81,70.3,125844,8778.3,85.5,1031549,70.3,4.4,1.1,10085.6,8778.3
Jun-98,89.2,41.4,338,142675,42955,1551,,5583.9,0.3,-0.1,99.3,1.6,81.1,70.8,126076,8832,85,1027423,70.8,4.5,1.2,10144,8832
Jul-98,89.4,41.4,324.1,142263,41215,1610,,5596.4,0,-0.1,100,1.5,81,71,126205,8855.4,84.7,1021420,71,4.5,1.1,10162.8,8855.4
Aug-98,89.6,41.4,309,147038,41994,1654,,5621.8,1.6,-0.2,98.3,1.2,81.6,71.2,126544,8894,86.4,1032563,71.2,4.5,1.2,10201.9,8894
Sep-98,89,41.3,301.4,147250,43823,1577,,5676.8,2.7,-0.7,93.9,0.5,81.8,71.2,126752,8924.3,86.3,1042402,71.2,4.6,1.2,10238.1,8924.3
Oct-98,88.6,41.4,312.8,148701,40930,1719,,5717.6,3.7,-0.5,87.5,0,82.1,71.3,126954,8943.6,87,1051242,71.3,4.5,1.1,10258,8943.6
Nov-98,88.8,41.4,315.9,150333,42238,1672,,5768.7,1.2,0,94.3,0.8,82.3,71.3,127231,8987.1,86.9,1055755,71.3,4.4,1.1,10308,8987.1
Dec-98,89.1,41.5,317.2,150205,44231,1742,,5801.1,1.5,0,91.9,0.7,82.5,71.4,127596,9006.8,87.3,1063885,71.4,4.4,1.1,10333.5,9006.8
Jan-99,88.9,41.3,324.9,152069,41541,1732,,5829.2,-0.1,0.1,95.7,1,82.6,71.7,127702,9033.5,87.6,1062461,71.7,4.3,1.1,10373.2,9033.5
Feb-99,89.4,41.4,301.2,153728,42539,1720,,5862.6,0.1,0.2,103.6,1.2,83.1,71.8,128120,9075.7,88.1,1078887,71.8,4.4,1.1,10417.3,9075.7
Mar-99,89.5,41.3,302.7,151583,43355,1665,,5867.1,0.1,0.4,99,1.1,83.1,72.2,128227,9081.7,88.3,1077299,72.2,4.2,1.1,10430.6,9081.7
Apr-99,89.5,41.3,304.7,151834,42795,1600,,5876.6,0.1,0.4,97.4,1.2,83.3,72.4,128597,9066.1,88.5,1075505,72.4,4.3,1.1,10402.2,9066.1
May-99,90,41.4,303,152185,43438,1640,,5905.2,0,0.8,97.6,1.3,83.6,72.4,128808,9087.7,89,1091280,72.4,4.2,1.1,10427.6,9087.7
Jun-99,90.3,41.3,290,151277,42942,1702,,5932.2,0.7,1.1,99.8,1.4,83.8,72.4,129089,9122.1,89,1092393,72.4,4.3,1.2,10466.8,9122.1
Jul-99,90.6,41.4,300.9,151401,45178,1682,,5952.3,0.7,0.8,99.2,1.3,84,73,129414,9149.4,89.5,1093813,73,4.3,1.1,10494.5,9149.4
Aug-99,90.8,41.5,290.5,153503,44929,1671,,5964,1.4,0.9,98.4,1.1,84.3,73.3,129569,9191.3,89.9,1102448,73.3,4.2,1,10544.2,9191.3
Sep-99,90.8,41.4,294.3,152432,46020,1551,,5963.6,1.2,0.7,101.5,1.2,84.3,73.6,129772,9188,89.5,1100449,73.6,4.2,1,10540,9188
Oct-99,91.1,41.4,285.8,155799,44594,1649,,5984.5,1.8,0.9,97.1,1,84.8,73.5,130177,9249.2,90.7,1110118,73.5,4.1,1,10603.7,9249.2
Nov-99,91.6,41.4,281.8,153010,44851,1672,,6003.9,0.2,0.6,101,1.3,85.1,73.9,130466,9323.6,91.1,1115856,73.9,4.1,1,10677.3,9323.6
Dec-99,92.4,41.4,278.3,154722,47428,1683,,6025.7,0,1,101.1,1.6,85.6,74.2,130772,9406.7,91.8,1120689,74.2,4,1,10765,9406.7
Jan-00,92.9,41.5,289.3,158103,46292,1727,,6045.9,-0.3,1.2,108.6,2.1,85.9,74.3,131005,9497.5,91.8,1129614,74.3,4,1,10861.1,9497.5
Feb-00,92.3,41.5,293.9,150235,42297,1692,,6044,0,0.8,107.8,1.8,85.9,74.9,131124,9541,92.1,1109286,74.9,4.1,0.9,10906.1,9541
Mar-00,93.2,41.4,269.7,154893,45984,1651,,6057.7,0.3,0.4,101.7,1.1,86.3,74.8,131596,9572.1,92.5,1122401,74.8,4,0.9,10936.5,9572.1
Apr-00,93.4,41.6,272.9,156205,46508,1597,,6134.8,1.7,0,103.7,1.4,86.6,75.1,131888,9619.6,93.1,1131729,75.1,3.8,0.9,10996.1,9619.6
May-00,92.4,41.2,282.1,150887,45932,1543,,6113.9,2.6,0.2,104.8,1.7,86.7,75.3,132105,9627.8,93.3,1125723,75.3,4,0.9,11035.8,9627.8
Jun-00,92.6,41.3,288.9,152463,49202,1572,,6116.2,2.4,-0.4,100.8,1.3,86.8,75.9,132061,9673.5,93.4,1133165,75.9,4,0.9,11066.8,9673.5
Jul-00,92.2,41.5,298.7,151488,45742,1542,,6123.5,1.6,-0.5,104.5,1.3,86.9,76,132236,9729.5,93.2,1126024,76,4,0.9,11124.9,9729.5
Aug-00,91.6,41,311.5,148693,46589,1552,,6159.8,1.3,-0.7,104,1.5,86.9,76.4,132230,9779.8,93,1126415,76.4,4.1,1,11184.6,9779.8
Sep-00,92,41.1,300.2,154198,47906,1570,,6178.9,1.3,-0.7,103.4,1.5,87.1,76.7,132353,9788.3,93.4,1138568,76.7,3.9,0.9,11193.7,9788.3
Oct-00,91,41.1,301.1,149652,45708,1577,,6190.8,2.3,-0.8,100.7,1.1,87,77.2,132351,9814.5,93,1129879,77.2,3.9,0.9,11220.9,9814.5
Nov-00,90.3,41.1,336,148405,44885,1614,,6196,1.9,-0.8,101.6,0.8,87.1,77.6,132556,9825,93,1121653,77.6,3.9,0.9,11226.2,9825
Dec-00,89,40.4,348,149614,44842,1543,,6243,3,-1.2,90.7,0.4,87.2,77.5,132709,9827.3,92.7,1130446,77.5,3.9,0.9,11250.5,9827.3
Jan-01,88.4,40.6,340.2,144508,43496,1699,,6276.8,1.9,-0.8,86.4,-0.6,87.1,76.6,132698,9875.4,92.2,1121377,76.6,4.2,1,11323.5,9875.4
Feb-01,87.4,40.5,373.3,146370,43573,1656,,6315.2,1.6,-0.4,80.8,-1.1,87.1,76.5,132789,9896,91.6,1126325,76.5,4.2,1,11350.5,9896
Mar-01,86.1,40.5,387.9,144711,41652,1659,,6387.3,2.6,-0.4,83.9,-0.5,87,76.6,132747,9921.2,91.4,1112824,76.6,4.3,1.1,11387.6,9921.2
Apr-01,85.2,40.4,396.9,141163,39228,1666,,6456.6,2,0.3,82.2,-0.7,86.7,76.7,132463,9872.5,91.1,1104047,76.7,4.4,1,11358.4,9872.5
May-01,85.5,40.4,401,145264,40515,1665,,6435.9,0.6,1.2,85.4,-0.3,86.6,76.7,132410,9834,90.5,1113592,76.7,4.3,1,11324.6,9834
Jun-01,85,40.3,395,143382,39648,1626,,6474.9,1.2,1.3,86.9,0.2,86.3,76.7,132299,9815.6,90,1098414,76.7,4.5,1.1,11307.4,9815.6
Jul-01,84.8,40.6,398.1,143077,38114,1598,,6514.6,1.1,1.5,88.4,0.2,86.3,76.8,132177,9811.3,89.5,1102604,76.8,4.6,1.2,11305.2,9811.3
Aug-01,84.7,40.3,398.2,144058,38665,1615,,6557.8,1,1.3,85.2,0.1,86.3,76.6,132028,9802.6,89.4,1111714,76.6,4.9,1.3,11288.4,9802.6
Sep-01,83.1,40.2,443,138798,36188,1565,,6719.8,2,1.7,73.5,-1.1,85.9,76.8,131771,9789.5,88.9,1088342,76.8,5,1.4,11293.8,9789.5
Oct-01,82.5,40.1,480.8,139172,35704,1566,,6681.9,1.1,2.1,75.5,-1.1,86,76.3,131454,9734.9,88.6,1120677,76.3,5.3,1.4,11270.1,9734.9
Nov-01,83.1,40.1,453.9,140424,36826,1651,,6741.1,0.5,2.6,76.6,-0.9,85.8,76.3,131142,9728.1,88.1,1115228,76.3,5.5,1.6,11274.8,9728.1
Dec-01,83.7,40.2,404.9,141112,36741,1680,,6814.6,0.6,3.3,82.3,-0.1,85.8,76.2,130982,9730.1,88.1,1117422,76.2,5.7,1.7,11292,9730.1
Jan-02,83.7,40.1,410.3,143103,34177,1665,,6833.9,0.4,3.3,91.3,0.6,85.8,76.1,130852,9731.9,88.7,1116339,76.1,5.7,1.8,11310.6,9731.9
Feb-02,84.5,40.3,396.1,143292,36145,1787,,6859.3,0.4,3.2,87.2,0.3,85.8,76.2,130736,9733.1,88.7,1120400,76.2,5.7,1.8,11311,9733.1
Mar-02,84.8,40.5,421,142664,33982,1691,,6855.4,-0.4,3.6,92.7,1.1,85.8,76.3,130717,9732.1,89.4,1114874,76.3,5.7,1.9,11303.4,9732.1
Apr-02,85.5,40.6,429,146436,35868,1669,,6827.1,0.2,3.5,89.1,1,85.9,75.9,130623,9728.7,89.8,1127695,75.9,5.9,2,11318.1,9728.7
May-02,86.2,40.6,401.4,146778,36408,1716,,6855.2,0.2,3.4,92.7,1,86,75.9,130634,9755.7,90.2,1130035,75.9,5.8,2,11350.2,9755.7
Jun-02,86.4,40.7,389.2,145867,35066,1758,,6877.7,0.3,3.2,87.9,0.8,86.2,75.9,130684,9786.6,90.9,1133716,75.9,5.8,2.1,11378.6,9786.6
Jul-02,86,40.4,386.2,146566,35685,1738,,6915.2,0.9,2.9,81,0.1,86.1,76.2,130590,9752.4,90.9,1130556,76.2,5.8,2,11345.3,9752.4
Aug-02,86.2,40.5,395.2,145764,36851,1695,,6954,0.3,2.5,80.6,0.2,86.2,76.2,130587,9751.3,90.8,1141413,76.2,5.7,2,11346.2,9751.3
Sep-02,85.8,40.5,409.4,144102,34596,1803,,6971.6,0.6,2.1,79.9,0.3,86.1,76.2,130501,9754.4,90.9,1131631,76.2,5.7,2,11354.4,9754.4
Oct-02,85.7,40.3,407.5,145050,35277,1799,,7013.9,0.4,2.2,73.1,-0.7,86,76.2,130628,9775.7,90.6,1126414,76.2,5.7,2.1,11376,9775.7
Nov-02,86.3,40.4,389.1,145269,35698,1771,,7068.5,-0.1,2.7,78.5,-0.1,86.3,76.2,130615,9796.8,91.1,1138482,76.2,5.9,2.1,11400.2,9796.8
Dec-02,86.2,40.5,414.4,140631,35118,1896,,7087.7,0,2.8,80.8,0,86.1,76.4,130472,9808,90.6,1129645,76.4,6,2.3,11422.4,9808
Jan-03,86.4,40.3,400,143802,35177,1808,,7106.6,0.2,2.8,72.8,-0.7,86.3,76.3,130580,9768.1,91.4,1136287,76.3,5.8,2.2,11384.7,9768.1
Feb-03,86.2,40.3,416.7,145503,35344,1854,,7120.6,0.2,2.6,69.9,-1.4,86.1,76.6,130444,9729.5,91.5,1123727,76.6,5.9,2.2,11342.7,9729.5
Mar-03,86.1,40.4,425.1,144471,37022,1757,,7127.7,-0.5,2.6,69.6,-1.6,86.1,76.7,130232,9744.7,91.2,1133971,76.7,5.9,2.2,11362,9744.7
Apr-03,85.8,40.1,438.7,140743,35370,1803,,7185.3,-0.9,2.7,79.3,-0.3,86,76.6,130177,9791.5,90.6,1130689,76.6,6,2.3,11415.4,9791.5
May-03,86.7,40.2,422.9,141936,36529,1835,,7267.1,-1.9,2.3,91.4,0.7,86.2,76.7,130196,9868.6,90.6,1140606,76.7,6.1,2.3,11504.3,9868.6
Jun-03,87.4,40.3,421.8,144881,35851,1875,,7304,-1.9,2.1,86.4,0.6,86.4,76.4,130194,9902.4,90.7,1151283,76.4,6.3,2.4,11544.7,9902.4
Jul-03,87.7,40.1,403.5,145815,35443,1885,,7339.4,-0.8,3,83.7,0.1,86.6,76.4,130191,9910.1,91.2,1160035,76.4,6.2,2.5,11556.1,9910.1
Aug-03,88.3,40.2,399.8,143950,36111,1966,,7385,-0.2,3.4,82.5,0.4,86.6,76.6,130149,9925.9,91,1159559,76.6,6.1,2.4,11575.1,9925.9
Sep-03,89.3,40.5,395.4,146945,37229,1961,,7328.2,-0.8,3.3,80.8,0,86.7,76.5,130254,9943.4,91.6,1164276,76.5,6.1,2.4,11592.1,9943.4
Oct-03,90.2,40.6,376.1,149611,36491,2012,,7316.4,-0.8,3.3,83,0.4,86.9,76.6,130454,9997,91.7,1167027,76.6,6,2.4,11636.7,9997
Nov-03,91.2,40.9,363,148841,37370,1918,,7313.4,-1.3,3.3,88.1,1,87.2,76.4,130474,10066.3,92.4,1171540,76.4,5.8,2.3,11703.6,10066.3
Dec-03,92.1,40.7,358.5,145070,38117,1987,,7295.1,-1.3,3.3,89.8,1.2,87.2,76.6,130588,10057.1,92.4,1168227,76.6,5.7,2.3,11707.6,10057.1
Jan-04,92.9,40.9,361.2,144871,35799,1952,,7277.3,-2,3.2,100.1,1.5,87.2,76.7,130769,10024.7,92.6,1162401,76.7,5.7,2.3,11684.5,10024.7
Feb-04,93.7,41,360.7,144069,36605,1966,,7308.2,-1.5,3.1,88.5,0.5,87.4,76.6,130825,10026.4,93.1,1171414,76.6,5.6,2.2,11699.7,10026.4
Mar-04,95,40.9,342.2,149594,39170,2066,,7339.6,-1.3,2.8,88.8,0.5,87.7,76.5,131142,10063.5,92.7,1198917,76.5,5.8,2.3,11742,10063.5
Apr-04,95.2,40.7,345.8,145927,37031,2070,,7375.1,-1.6,3.4,87.3,0.5,87.8,76.6,131411,10097.9,93.1,1186144,76.6,5.6,2,11780.1,10097.9
May-04,96.1,41.1,339.4,146135,37167,2150,,7442.5,-0.3,3.7,81.6,0.4,88.2,76.7,131694,10161.3,93.8,1189447,76.7,5.6,2.1,11843.5,10161.3
Jun-04,96.5,40.8,342.1,146347,37580,2020,,7424.1,-0.9,3.7,88.5,0.7,88.1,77.1,131793,10176.2,93.1,1188341,77.1,5.6,2.1,11857.1,10176.2
Jul-04,97,40.8,347,143080,37977,2112,,7433.4,-0.9,3.2,91.2,1,88.4,77.6,131848,10230.2,93.8,1190096,77.6,5.5,2,11901.8,10230.2
Aug-04,97.5,40.8,340.4,146431,36610,2056,,7460.4,-1,2.9,88.2,0.5,88.5,77.9,131937,10259.7,93.9,1200430,77.9,5.4,1.9,11952.1,10259.7
Sep-04,98.1,40.7,339.6,143962,39569,2041,,7486.8,-1.3,2.5,88,0.6,88.7,77.9,132093,10279.6,93.9,1205353,77.9,5.4,2,11970.1,10279.6
Oct-04,98.4,40.6,333.8,144687,37832,2097,,7487.9,-0.7,2.3,83.8,0.4,89,77.9,132447,10290.6,94.8,1207904,77.9,5.5,2.1,11979.8,10290.6
Nov-04,99.1,40.5,328.9,146850,38738,2079,,7490.3,-1.2,2.3,85.2,0.3,89,78.1,132503,10263,95,1210114,78.1,5.4,2,11952.4,10263
Dec-04,100,40.6,328.6,148481,39519,2082,,7507.9,-0.9,2.1,90.9,0.9,90,77.6,132624,10653.9,95.7,1228978,77.6,5.4,2,12360,10653.9
Jan-05,100.5,40.7,340.3,149204,40281,2139,,7505.3,-0.6,1.9,85.7,0.7,89.5,78.3,132774,10305.8,96.1,1233423,78.3,5.3,1.9,12030.3,10305.8
Feb-05,101,40.6,311.7,148966,40070,2114,,7494.3,-1.2,1.7,84.4,0.5,89.7,78.6,133032,10305.3,96.8,1233818,78.6,5.4,2,12043.2,10305.3
Mar-05,100.6,40.4,332.5,145119,39262,2062,,7482.3,-1.1,1.9,82.8,0.4,89.7,78.9,133156,10346.9,96.7,1225402,78.9,5.2,1.9,12085.9,10346.9
Apr-05,101.2,40.4,320.4,149979,40234,2150,,7477.6,-0.1,1.6,77,0,90.1,79.1,133518,10377.9,96.9,1243914,79.1,5.2,1.8,12127.6,10377.9
May-05,100.9,40.4,327.1,149095,39410,2085,,7493.3,-0.5,1.1,75.3,0.1,90.3,79.3,133690,10431.5,97,1241537,79.3,5.1,1.8,12183.2,10431.5
Jun-05,101.7,40.4,322.9,152107,40735,2178,,7526.2,-1,1,85,0.4,90.6,79.5,133942,10465.4,97.4,1253294,79.5,5,1.6,12217.9,10465.4
Jul-05,101.7,40.4,324,147740,39701,2203,,7530.8,-1.2,0.9,85.5,0.3,90.7,79.8,134296,10500.3,97,1252470,79.8,5,1.6,12239.5,10500.3
Aug-05,102.4,40.5,315.7,152076,41593,2219,,7538.1,-0.5,0.8,76.9,0.1,90.8,80,134498,10500.2,97.4,1255554,80,4.9,1.7,12261.5,10500.2
Sep-05,101.7,40.7,397.2,153172,40154,2263,,7504.9,-0.4,0.6,63.3,-1.5,90.5,80.2,134566,10468.5,95.5,1249496,80.2,5,1.7,12219.5,10468.5
Oct-05,102.1,41,344.3,152891,41151,2170,,7531.7,0.3,0.7,63.2,-1.4,90.8,80.5,134655,10541.3,96.6,1249349,80.5,5,1.7,12284.9,10541.3
Nov-05,102.7,40.9,316.1,153049,41696,2218,,7566,-0.3,0.5,69.6,-0.3,91.4,80.8,134993,10614.1,97.7,1266510,80.8,5,1.7,12365.1,10614.1
Dec-05,102.7,40.8,315.1,153263,42256,2120,,7596.4,0.1,0.3,80.2,0.2,91.7,80.9,135149,10664.9,98.2,1273797,80.9,4.9,1.6,12413.2,10664.9
Jan-06,103.5,41,295.6,154230,42934,2212,,7607.7,-0.8,0.1,78.9,0.1,92.1,81.4,135429,10772.9,98.3,1280490,81.4,4.7,1.5,12574,10772.9
Feb-06,103.5,41.1,294.3,154088,42871,2141,,7630.7,-0.5,0.1,74.5,-0.2,92.3,81.5,135737,10854.8,98.3,1283525,81.5,4.8,1.7,12645.3,10854.8
Mar-06,103.7,41.1,299,154537,44495,2118,,7632.1,-0.7,0.1,76,0,92.6,81.7,136047,10906,98.6,1285689,81.7,4.7,1.6,12701.2,10906
Apr-06,103.2,41.2,306.6,150850,43160,1998,,7638.8,-0.3,0.2,73.4,-0.2,92.6,81.9,136205,10915.4,98.9,1273540,81.9,4.7,1.6,12705.5,10915.4
May-06,102.6,41.2,332.6,150905,43666,1905,,7625.8,0.2,0.2,68.2,-0.6,92.6,82.1,136244,10898.9,98.9,1284007,82.1,4.6,1.5,12695.2,10898.9
Jun-06,102.4,41.2,307.7,151204,43237,1867,,7649.5,0.6,0.1,72,-0.4,92.7,82.4,136325,10909.8,99.2,1280472,82.4,4.6,1.4,12712,10909.8
Jul-06,102,41.4,319.6,146873,43663,1763,,7669.6,0,-0.2,72.5,-0.4,92.7,82.4,136520,10896.9,99.1,1274914,82.4,4.7,1.5,12704.5,10896.9
Aug-06,101.7,41.2,313.6,148167,43765,1722,,7679.8,0,-0.4,68,-0.7,92.9,82.5,136694,10884.4,99.6,1282063,82.5,4.7,1.5,12695.1,10884.4
Sep-06,101.6,41.1,316.5,147023,45411,1655,,7730.1,-0.5,-0.5,78.2,-0.1,93,82.7,136843,10955.4,99.4,1281830,82.7,4.5,1.5,12772.5,10955.4
Oct-06,101.5,41.2,315.6,146894,45263,1570,,7803.2,-0.1,-0.5,84.8,0.3,93.2,83,136852,11030.4,99.3,1282760,83,4.4,1.4,12843.4,11030.4
Nov-06,101.2,41,328.1,149264,44831,1535,,7839.5,-0.6,-0.7,83.2,0.3,93.3,83.3,137063,11090.7,99.2,1283503,83.3,4.5,1.4,12909.2,11090.7
Dec-06,101.6,41.1,323.2,153052,44461,1638,,7859.5,0.1,-0.7,81.2,0.3,93.8,83.6,137249,11146.2,100.3,1304033,83.6,4.4,1.4,12984.2,11146.2
Jan-07,101.3,41,317.6,150568,43173,1626,,7875.3,-0.9,-0.5,87.6,0.5,93.7,83.6,137477,11129,99.9,1296080,83.6,4.6,1.4,13006.1,11129
Feb-07,101.2,40.9,325.1,150408,42775,1598,,7868.4,-1.3,-0.5,81.5,0.2,94.1,83.7,137558,11172.2,100.8,1303857,83.7,4.5,1.4,13061.1,11172.2
Mar-07,101.7,41.3,306.8,151723,44893,1596,,7876.8,-0.3,-0.7,78.7,-0.2,94.3,83.6,137793,11219.6,101,1305493,83.6,4.4,1.5,13108.2,11219.6
Apr-07,101.4,41.3,320.4,151951,44315,1470,,7937.8,-0.4,-0.6,75.9,-0.4,94.4,83.8,137842,11251.8,101.7,1303242,83.8,4.5,1.5,13127.2,11251.8
May-07,101.4,41.2,307.5,152241,43491,1493,,7930,0,-0.5,77.6,-0.2,94.5,84,137993,11260,101.8,1311962,84,4.4,1.5,13132.7,11260
Jun-07,101.1,41.4,315.6,151529,43394,1407,,7949.5,0.6,-0.2,74.7,-0.2,94.5,84.4,138069,11255.8,101.8,1310470,84.4,4.6,1.5,13126.9,11255.8
Jul-07,100.9,41.3,313.2,151243,43326,1361,,7970.4,0.3,-0.3,81.5,0.2,94.4,84.5,138038,11259.3,101.7,1302662,84.5,4.7,1.5,13135.4,11259.3
Aug-07,100.4,41.3,319.9,154204,44236,1321,,8048.1,3.4,-0.4,73.7,-0.4,94.6,84.7,138015,11248.2,102,1319012,84.7,4.6,1.5,13136.1,11248.2
Sep-07,99.8,41.3,313.3,150459,43654,1261,,8037,3.3,-0.4,74.1,-0.6,94.7,85.1,138095,11260.5,102.2,1319652,85.1,4.7,1.5,13156.9,11260.5
Oct-07,99.2,41.2,328.5,151971,43230,1192,,8027.5,2.1,-0.2,70.1,-0.9,94.7,85.2,138174,11250,101.9,1326662,85.2,4.7,1.5,13145.8,11250
Nov-07,98.3,41.3,340.4,150804,43441,1224,,8012,4.3,-0.3,66.2,-1.3,94.8,85.3,138284,11242.4,102.5,1323441,85.3,4.7,1.5,13135.9,11242.4
Dec-07,97.3,41.1,349.4,151334,45247,1149,,8025.4,5.3,-0.1,65.6,-1.1,94.8,85.7,138392,11272.7,102.5,1312662,85.7,5,1.6,13183.8,11272.7
Jan-08,96.3,41.1,339.7,150048,45243,1094,,8041.3,3.1,-0.2,68.1,-1.5,94.8,85.7,138403,11262.9,102.3,1319262,85.7,5,1.6,13184.5,11262.9
Feb-08,95.2,41.2,345.4,148178,43881,1014,,8115.8,2.9,0.8,62.4,-2.1,94.6,86,138324,11263.2,101.9,1306654,86,4.9,1.6,13188.1,11263.2
Mar-08,93.8,41.3,368,146033,43796,967,,8162.6,5.5,0.9,60.1,-2.5,94.4,86.3,138275,11260.5,101.6,1289336,86.3,5.1,1.6,13197.5,11260.5
Apr-08,93.2,41.1,363.4,144616,45461,1008,,8193.1,5.1,1.4,53.3,-2.6,94.2,86.4,138035,11192.6,100.9,1302474,86.4,5,1.7,13158.4,11192.6
May-08,92.4,41,366.1,141567,44734,995,,8171,3.2,1.9,51.1,-2.7,93.9,85.8,137858,11146.1,100.3,1293471,85.8,5.4,1.8,13711.1,11146.1
Jun-08,91.8,41,383.2,141915,44226,1180,,8130.6,3.9,2.1,49.2,-2.9,93.7,86.2,137687,11086.6,100.1,1291741,86.2,5.6,1.9,13379.7,11086.6
Jul-08,89.6,41,417.1,136576,44062,921,,8141.5,4.6,2,53.5,-2.7,93.3,87,137491,11040.2,99.6,1269465,87,5.8,2,13161.1,11040.2
Aug-08,88.6,40.9,429.5,133588,42783,858,,8163.7,4.3,1.9,57.9,-2.1,92.9,87.4,137213,11090.4,98.1,1260142,87.4,6.1,2.2,13075.8,11090.4
Sep-08,86.7,40.5,463.9,130322,41170,797,,8229.7,6.5,1.9,67.2,-1.6,91.9,87.5,136753,11086.5,93.8,1229147,87.5,6.1,2.3,13082.7,11086.5
Oct-08,83.8,40.5,477.2,126548,37862,736,,8396.8,12,2.8,57,-2.6,91.8,87.7,136272,11152.7,94.7,1217693,87.7,6.5,2.6,13169.6,11152.7
Nov-08,81.4,40.1,527.4,122888,38799,626,,8550.8,9.2,3.1,53.9,-2.4,91.2,88.2,135545,11209.2,93.5,1184469,88.2,6.8,2.5,13260.4,11209.2
Dec-08,79,39.8,563.8,116699,35358,554,,8788,7,2.3,54,-2.5,90.3,88,134839,11080.1,90.8,1178034,88,7.3,2.9,13170.8,11080.1
Jan-09,77.4,39.7,589.3,112808,31568,545,,8874.4,3.7,2.4,57.8,-2.3,89.1,88.2,134055,10880.7,88.6,1153058,88.2,7.8,3.1,13042.1,10880.7
Feb-09,76.3,39.6,644,112183,31992,558,,8890,3.3,2.7,50.5,-3.1,88.5,87.7,133312,10704.9,88,1160215,87.7,8.3,3.5,12886.2,10704.9
Mar-09,74.9,39.3,659.1,109778,31412,513,,8970.5,3.1,2.6,53.5,-2.8,87.7,87.3,132512,10631.6,86.6,1136275,87.3,8.7,3.8,12848.9,10631.6
Apr-09,75.1,39.5,615.2,109381,30055,521,,8961.3,2.3,2.8,63.1,-1.8,87.3,86.9,131817,10616.3,85.9,1127427,86.9,9,4.1,12871.6,10616.3
May-09,75.4,39.3,614.5,109321,31088,556,,9013.7,1.2,3.1,69.4,-0.8,87.1,86.3,131475,10604.4,85.1,1127913,86.3,9.4,4.5,13036.5,10604.4
Jun-09,76,39.6,598,109389,32187,601,,8970.7,1.2,3.5,69.2,-1.1,86.7,85.7,131008,10521.3,84.8,1126129,85.7,9.5,5.1,12812.9,10521.3
Jul-09,76.5,39.9,562.2,111391,32578,595,,8974.8,0.5,3.4,63.2,-1.1,86.8,84.9,130668,10471.8,85.7,1142764,84.9,9.5,5.1,12765.3,10471.8
Aug-09,77.2,40,560.4,113087,31804,616,,8948.7,0.2,3.4,65,-0.7,86.8,84.7,130485,10447.2,86.7,1143418,84.7,9.6,5.1,12742.7,10447.2
Sep-09,77.9,40,541.2,112686,33844,609,,8933.4,-0.1,3.3,73.5,-0.4,86.8,84.3,130244,10440.6,87.4,1144772,84.3,9.8,5.5,12775.5,10440.6
Oct-09,78.3,40.2,523.5,114809,33213,583,,8928.2,0.3,3.3,68.6,-0.7,86.8,84.1,130045,10439.8,87.7,1150407,84.1,10,5.6,12736.5,10439.8
Nov-09,79.1,40.5,494,115747,33634,623,,8937.6,0.9,3.3,66.5,-0.8,87,83.6,130057,10473.5,88,1159044,83.6,9.9,5.7,12771.4,10473.5
Dec-09,79.9,40.6,475.1,115413,34832,664,,8926.9,-0.3,3.5,68.9,-0.3,87.1,83.3,129788,10505.3,88.3,1162939,83.3,9.9,5.8,12831.9,10505.3
Jan-10,80.4,40.8,485.9,119971,33311,636,,8867.9,-1.1,3.6,70.1,-0.3,87.1,83,129790,10490.4,89.3,1159614,83,9.8,5.8,12896.5,10490.4
Feb-10,80.4,40.5,485.8,116845,34069,650,,8920.3,-0.9,3.6,68.4,-0.9,87.2,83,129698,10486.8,89.6,1167271,83,9.8,5.8,12902,10486.8
Mar-10,81.7,41,470.1,119772,35956,687,,8904.7,-1.8,3.6,67.9,-0.6,87.5,82.9,129879,10528.8,90.2,1182072,82.9,9.9,5.9,12951,10528.8
Apr-10,82.1,41.1,461.8,120069,33280,637,,8931.9,-1.8,3.7,66.5,-0.4,87.9,82.6,130110,10638.3,90.6,1192644,82.6,9.9,5.9,13056.7,10638.3
May-10,82.4,41.4,461.5,120630,36380,575,,8986.5,0.6,3.2,68.8,-0.2,88.4,82.5,130650,10740.3,91.8,1188910,82.5,9.6,5.8,13159.2,10740.3
Jun-10,82.4,41,459.4,120882,37893,587,,9010.2,0.5,3,69.8,-0.7,88.6,82.5,130511,10755.6,92,1200366,82.5,9.4,5.8,13175.4,10755.6
Jul-10,82.5,41.1,460.6,124128,35879,579,,9012.5,-0.2,2.8,62.3,-1.1,88.7,82.9,130427,10789.1,92.4,1210538,82.9,9.4,5.7,13210.2,10789.1
